2013.10.02,10000,0.24%
2013.10.01,10200,0.39%
2013.09.30,10400,0.37%
2013.09.27,10750,0.45%
2013.09.26,10850,0.20%
2013.09.25,10700,0.39%
2013.09.24,9780,0.34%
2013.09.23,9780,0.29%
2013.09.17,9340,0.30%
2013.09.16,9530,0.28%
2013.09.13,9510,0.50%
2013.09.12,9140,0.53%
2013.09.11,9150,0.41%
2013.09.10,9080,0.51%
2013.09.09,9210,0.42%
2013.09.06,9540,0.52%
2013.09.05,9050,0.53%
2013.09.04,9170,0.49%
2013.09.03,9270,0.38%
2013.09.02,9320,0.42%
2013.08.30,9100,0.24%
2013.08.29,9710,0.27%
2013.08.28,9810,0.33%
2013.08.27,9800,0.25%
2013.08.26,10350,0.58%
2013.08.23,9650,0.60%
2013.08.22,8600,0.47%
2013.08.21,8900,0.48%
2013.08.20,9000,0.29%
2013.08.19,9560,0.00%
2013.08.16,9740,0.15%
2013.08.14,9710,0.02%
2013.08.13,9700,0.07%
2013.08.12,9970,0.00%
2013.08.09,10050,0.03%
2013.08.08,8770,0.05%
2013.08.07,8840,0.05%
2013.08.06,9050,0.15%
2013.08.05,8400,0.12%
2013.08.02,8650,0.10%
2013.08.01,8200,0.01%
2013.07.31,8310,0.08%
2013.07.30,7780,0.07%
2013.07.29,7680,0.10%
2013.07.26,6680,0.10%
2013.07.25,5810,0.13%
2013.07.24,5500,0.11%
2013.07.23,5450,0.11%
2013.07.22,5510,0.14%
2013.07.19,5510,0.14%
2013.07.18,5510,0.14%
2013.07.17,5490,0.14%
2013.07.16,5490,0.14%
2013.07.15,5470,0.15%
2013.07.12,5380,0.16%
2013.07.11,5430,0.16%
2013.07.10,5030,0.16%
2013.07.09,5000,0.16%
2013.07.08,5110,0.17%
2013.07.05,5000,0.17%
2013.07.04,5000,0.16%
2013.07.03,5140,0.17%
2013.07.02,5100,0.17%
2013.07.01,5310,0.20%
2013.06.28,5470,0.20%
2013.06.27,5300,0.20%
2013.06.26,4965,0.21%
2013.06.25,5000,0.21%
2013.06.24,5250,0.22%
2013.06.21,5200,0.23%
2013.06.20,5080,0.23%
2013.06.19,5080,0.23%
2013.06.18,5070,0.23%
2013.06.17,4995,0.23%
2013.06.14,5280,0.20%
2013.06.13,5400,0.20%
2013.06.12,5400,0.20%
2013.06.11,5360,0.23%
2013.06.10,5360,0.22%
2013.06.07,5330,0.20%
2013.06.05,5660,0.22%
2013.06.04,5840,0.23%
2013.06.03,5840,0.26%
2013.05.31,5800,0.25%
2013.05.30,5900,0.27%
2013.05.29,5700,0.23%
2013.05.28,5650,0.22%
2013.05.27,5390,0.23%
2013.05.24,5420,0.23%
2013.05.23,5400,0.20%
2013.05.22,5490,0.21%
2013.05.21,5480,0.21%
2013.05.20,5550,0.21%
2013.05.16,5490,0.21%
2013.05.15,5400,0.18%
2013.05.14,5480,0.16%
2013.05.13,5580,0.18%
2013.05.10,5590,0.19%
2013.05.09,5600,0.21%
2013.05.08,5640,0.19%
2013.05.07,5670,0.15%
2013.05.06,5670,0.15%
2013.05.03,5380,0.12%
2013.05.02,5520,0.08%
2013.04.30,5460,0.07%
2013.04.29,5400,0.08%
2013.04.26,5400,0.02%
2013.04.25,5320,0.01%
2013.04.24,5020,0.04%
2013.04.23,4935,0.02%
2013.04.22,5000,0.03%
2013.04.19,5000,0.02%
2013.04.18,5000,0.00%
2013.04.17,5010,0.00%
2013.04.16,4360,0.02%
2013.04.15,4295,0.00%
2013.04.12,3925,0.01%
2013.04.11,3900,0.04%
2013.04.10,3915,0.03%
2013.04.09,3815,0.03%
2013.04.08,3865,0.01%
2013.04.05,3895,0.02%
2013.04.04,4120,0.03%
2013.04.03,4300,0.03%
2013.04.02,4290,0.03%
2013.04.01,4255,0.03%
2013.03.29,4155,0.01%
2013.03.28,4170,0.01%
2013.03.27,4010,0.02%
2013.03.26,4000,0.02%
2013.03.25,3990,0.02%
2013.03.22,3925,0.01%
2013.03.21,3970,0.01%
2013.03.20,3970,0.01%
2013.03.19,3960,0.01%
2013.03.18,3860,0.01%
2013.03.15,3950,0.01%
2013.03.14,3950,0.02%
2013.03.13,4040,0.02%
2013.03.12,4060,0.02%
2013.03.11,4110,0.01%
2013.03.08,4140,0.00%
2013.03.07,4050,0.00%
2013.03.06,4070,0.00%
2013.03.05,4035,0.00%
2013.03.04,3995,0.00%
2013.02.28,4420,0.02%
2013.02.27,4380,0.02%
2013.02.26,4375,0.02%
2013.02.25,4370,0.02%
2013.02.22,4395,0.02%
2013.02.21,4390,0.02%
2013.02.20,4380,0.02%
2013.02.19,4360,0.02%
2013.02.18,4360,0.02%
2013.02.15,4345,0.02%
2013.02.14,4330,0.02%
2013.02.13,4215,0.02%
2013.02.12,4240,0.02%
2013.02.08,4060,0.01%
2013.02.07,4045,0.01%
2013.02.06,4000,0.01%
2013.02.05,4010,0.01%
2013.02.04,4045,0.01%
2013.02.01,4050,0.01%
2013.01.31,4010,0.01%
2013.01.30,3990,0.01%
2013.01.29,3935,0.01%
2013.01.28,3930,0.01%
2013.01.25,3980,0.00%
2013.01.24,4060,0.00%
2013.01.23,4070,0.00%
2013.01.22,4060,0.00%
2013.01.21,4060,0.01%
2013.01.18,4075,0.01%
2013.01.17,4075,0.00%
2013.01.16,4100,0.00%
2013.01.15,4195,0.02%
2013.01.14,4170,0.00%
2013.01.11,4180,0.00%
2013.01.10,4170,0.00%
2013.01.09,4125,0.00%
2013.01.08,3960,0.00%
2013.01.07,3890,0.00%
2013.01.04,3790,0.00%
2013.01.03,3780,0.00%
2013.01.02,3785,0.00%
2012.12.28,3775,0.00%
2012.12.27,3855,0.00%
2012.12.26,3855,0.00%
2012.12.24,3845,0.00%
2012.12.21,3845,0.00%
2012.12.20,3855,0.00%
2012.12.18,3755,0.00%
2012.12.17,3765,0.00%
2012.12.14,3790,0.00%
2012.12.13,3780,0.00%
2012.12.12,3720,0.00%
2012.12.11,3670,0.00%
2012.12.10,3710,0.00%
2012.12.07,3670,0.00%
2012.12.06,3705,0.00%
2012.12.05,3700,0.00%
2012.12.04,3740,0.00%
2012.12.03,3770,0.00%
2012.11.30,3770,0.00%
2012.11.29,3810,0.00%
2012.11.28,3770,0.00%
2012.11.27,3765,0.00%
2012.11.26,3890,0.00%
2012.11.23,3915,0.00%
2012.11.22,3970,0.00%
2012.11.21,3830,0.00%
2012.11.20,3835,0.00%
2012.11.19,3790,0.00%
2012.11.16,3720,0.00%
2012.11.15,3720,0.00%
2012.11.14,3780,0.00%
2012.11.13,3750,0.00%
2012.11.12,3895,0.00%
2012.11.09,3970,0.00%
2012.11.08,3960,0.00%
2012.11.07,4000,0.00%
2012.11.06,3900,0.00%
2012.11.05,4020,0.00%
2012.11.02,4000,0.00%
2012.11.01,3985,0.00%
2012.10.31,3890,0.00%
2012.10.30,3770,0.00%
2012.10.29,3845,0.00%
2012.10.26,3900,0.00%
2012.10.25,4070,0.00%
2012.10.24,4050,0.01%
2012.10.23,4210,0.01%
2012.10.22,4340,0.02%
2012.10.19,4150,0.02%
2012.10.18,4150,0.02%
2012.10.17,4470,0.02%
2012.10.16,4250,0.01%
2012.10.15,4245,0.01%
2012.10.12,4150,0.02%
2012.10.11,3810,0.03%
2012.10.10,3810,0.02%
2012.10.09,3940,0.03%
2012.10.08,3940,0.03%
2012.10.05,3850,0.03%
2012.10.04,3690,0.03%
2012.10.02,3625,0.03%
2012.09.28,3610,0.03%
2012.09.27,3600,0.02%
2012.09.26,3600,0.02%
2012.09.25,3620,0.02%
2012.09.24,3750,0.00%
2012.09.21,3750,0.00%
2012.09.20,3710,0.00%
2012.09.19,3740,0.00%
2012.09.18,3745,0.00%
2012.09.17,3725,0.00%
2012.09.14,3650,0.00%
2012.09.13,3570,0.00%
2012.09.12,3510,0.00%
2012.09.11,3475,0.00%
2012.09.10,3500,0.00%
2012.09.07,3570,0.00%
2012.09.06,3490,0.00%
2012.09.05,3465,0.00%
2012.09.04,3535,0.00%
2012.09.03,3560,0.00%
2012.08.31,3560,0.00%
2012.08.30,3565,0.00%
2012.08.29,3565,0.00%
2012.08.28,3520,0.01%
2012.08.27,3515,0.01%
2012.08.24,3500,0.01%
2012.08.23,3510,0.00%
2012.08.22,3515,0.00%
2012.08.21,3550,0.00%
2012.08.20,3555,0.00%
2012.08.17,3615,0.00%
2012.08.16,3565,0.00%
2012.08.14,3540,0.00%
2012.08.13,3615,0.00%
2012.08.10,3625,0.00%
2012.08.09,3690,0.00%
2012.08.08,3570,0.00%
2012.08.07,3515,0.00%
2012.08.06,3480,0.00%
2012.08.03,3470,0.00%
2012.08.02,3480,0.00%
2012.08.01,3455,0.00%
2012.07.31,3400,0.00%
2012.07.30,3395,0.00%
2012.07.27,3315,0.00%
2012.07.26,3255,0.00%
2012.07.25,3200,0.00%
2012.07.24,3250,0.00%
2012.07.23,3350,0.00%
2012.07.20,3500,0.00%
2012.07.19,3530,0.00%
2012.07.18,3525,0.00%
2012.07.17,3555,0.00%
2012.07.16,3545,0.00%
2012.07.13,3600,0.01%
2012.07.12,3620,0.02%
2012.07.11,3615,0.03%
2012.07.10,3620,0.03%
2012.07.09,3635,0.04%
2012.07.06,3670,0.05%
2012.07.05,3605,0.06%
2012.07.04,3570,0.07%
2012.07.03,3570,0.08%
2012.07.02,3555,0.09%
2012.06.29,3600,0.10%
2012.06.28,3550,0.10%
2012.06.27,3600,0.11%
2012.06.26,3595,0.12%
2012.06.25,3620,0.13%
2012.06.22,3660,0.13%
2012.06.21,3730,0.14%
2012.06.20,3620,0.15%
2012.06.19,3590,0.17%
2012.06.18,3650,0.18%
2012.06.15,3670,0.20%
2012.06.14,3600,0.22%
2012.06.13,3610,0.24%
2012.06.12,3765,0.27%
2012.06.11,3775,0.29%
2012.06.08,3785,0.31%
2012.06.07,3800,0.32%
2012.06.05,3800,0.31%
2012.06.04,3845,0.32%
2012.06.01,3925,0.33%
2012.05.31,3860,0.32%
2012.05.30,3800,0.34%
2012.05.29,3775,0.33%
2012.05.25,3730,0.33%
2012.05.24,3640,0.31%
2012.05.23,3580,0.30%
2012.05.22,3650,0.30%
2012.05.21,3640,0.28%
2012.05.18,3645,0.28%
2012.05.17,3765,0.29%
2012.05.16,3725,0.28%
2012.05.15,3860,0.27%
2012.05.14,3915,0.28%
2012.05.11,3945,0.28%
2012.05.10,3945,0.29%
2012.05.09,3915,0.29%
2012.05.08,3925,0.29%
2012.05.07,3925,0.28%
2012.05.04,3980,0.30%
2012.05.03,3975,0.29%
2012.05.02,3995,0.28%
2012.04.30,4010,0.28%
2012.04.27,4030,0.29%
2012.04.26,4030,0.28%
2012.04.25,4080,0.29%
2012.04.24,4040,0.32%
2012.04.23,3920,0.28%
2012.04.20,4190,0.30%
2012.04.19,4240,0.33%
2012.04.18,4190,0.34%
2012.04.17,4150,0.32%
2012.04.16,4150,0.33%
2012.04.13,4170,0.28%
2012.04.12,4080,0.27%
2012.04.10,4000,0.21%
2012.04.09,4080,0.18%
2012.04.06,4230,0.18%
2012.04.05,4180,0.09%
2012.04.04,4265,0.02%
2012.04.03,4375,0.08%
2012.04.02,4450,0.08%
2012.03.30,4490,0.03%
2012.03.29,4400,0.02%
2012.03.28,4490,0.04%
2012.03.27,4450,0.05%
2012.03.26,4555,0.06%
2012.03.23,4915,0.02%
2012.03.22,5100,0.01%
2012.03.21,5450,0.04%
2012.03.20,5340,0.04%
2012.03.19,5100,0.00%
2012.03.16,5020,0.00%
2012.03.15,5200,0.00%
2012.03.14,5280,0.04%
2012.03.13,5190,0.04%
2012.03.12,4990,0.03%
2012.03.09,4340,0.03%
2012.03.08,4200,0.03%
2012.03.07,4235,0.03%
2012.03.06,4270,0.03%
2012.03.05,4175,0.03%
2012.03.02,4265,0.03%
2012.02.29,4325,0.03%
2012.02.28,4395,0.03%
2012.02.27,4035,0.03%
2012.02.24,4205,0.03%
2012.02.23,3660,0.05%
2012.02.22,3745,0.05%
2012.02.21,3660,0.05%
2012.02.20,3690,0.05%
2012.02.17,3775,0.05%
2012.02.16,3760,0.05%
2012.02.15,3830,0.05%
2012.02.14,3830,0.05%
2012.02.13,3730,0.05%
2012.02.10,3770,0.05%
2012.02.09,3700,0.05%
2012.02.08,3700,0.05%
2012.02.07,3870,0.04%
2012.02.06,3905,0.03%
2012.02.03,3975,0.05%
2012.02.02,3960,0.05%
2012.02.01,3935,0.05%
2012.01.31,3890,0.04%
2012.01.30,3920,0.04%
2012.01.27,3985,0.04%
2012.01.26,3990,0.05%
2012.01.25,3990,0.04%
2012.01.20,4040,0.05%
2012.01.19,4000,0.05%
2012.01.18,3970,0.04%
2012.01.17,3920,0.04%
2012.01.16,3915,0.03%
2012.01.13,4000,0.04%
2012.01.12,3795,0.03%
2012.01.11,3750,0.05%
2012.01.10,3645,0.03%
2012.01.09,3570,0.04%
2012.01.06,3560,0.04%
2012.01.05,3525,0.04%
2012.01.04,3485,0.04%
2012.01.03,3470,0.04%
2012.01.02,3440,0.04%
2011.12.29,3470,0.04%
2011.12.28,3400,0.04%
2011.12.27,3380,0.04%
2011.12.26,3420,0.05%
2011.12.23,3380,0.05%
2011.12.22,3325,0.05%
2011.12.21,3325,0.05%
2011.12.20,3240,0.03%
2011.12.19,3230,0.03%
2011.12.16,3320,0.03%
2011.12.15,3320,0.03%
2011.12.14,3320,0.05%
2011.12.13,3350,0.05%
2011.12.12,3390,0.05%
2011.12.09,3325,0.04%
2011.12.08,3205,0.05%
2011.12.07,3180,0.05%
2011.12.06,3155,0.05%
2011.12.05,3195,0.05%
2011.12.02,3180,0.05%
2011.12.01,3150,0.05%
2011.11.30,3115,0.05%
2011.11.29,3120,0.05%
2011.11.28,3085,0.05%
2011.11.25,3130,0.05%
2011.11.24,3080,0.05%
2011.11.23,3060,0.05%
2011.11.22,3190,0.04%
2011.11.21,3170,0.04%
2011.11.18,3155,0.04%
2011.11.17,3135,0.05%
2011.11.16,3080,0.05%
2011.11.15,3240,0.04%
2011.11.14,3195,0.04%
2011.11.11,3080,0.05%
2011.11.10,3240,0.05%
2011.11.09,3445,0.05%
2011.11.08,3375,0.05%
2011.11.07,3310,0.04%
2011.11.04,3285,0.04%
2011.11.03,3160,0.05%
2011.11.02,3140,0.05%
2011.11.01,3235,0.05%
2011.10.31,3235,0.04%
2011.10.28,3250,0.05%
2011.10.27,3340,0.04%
2011.10.26,3250,0.04%
2011.10.25,3200,0.03%
2011.10.24,3160,0.05%
2011.10.21,3150,0.05%
2011.10.20,3150,0.05%
2011.10.19,3155,0.05%
2011.10.18,3340,0.05%
2011.10.17,3290,0.05%
2011.10.14,2900,0.03%
2011.10.13,2795,0.04%
2011.10.12,2820,0.04%
2011.10.11,2715,0.04%
2011.10.10,2615,0.04%
2011.10.07,2610,0.04%
2011.10.06,2570,0.05%
2011.10.05,2515,0.05%
2011.10.04,2530,0.06%
2011.09.30,2600,0.07%
2011.09.29,2615,0.09%
2011.09.28,2580,0.11%
2011.09.27,2575,0.14%
2011.09.26,2565,0.14%
2011.09.23,2790,0.15%
2011.09.22,2915,0.18%
2011.09.21,2910,0.18%
2011.09.20,2870,0.19%
2011.09.19,2910,0.20%
2011.09.16,2910,0.22%
2011.09.15,2845,0.22%
2011.09.14,2815,0.24%
2011.09.09,2920,0.25%
2011.09.08,2910,0.25%
2011.09.07,2940,0.25%
2011.09.06,2865,0.23%
2011.09.05,2955,0.22%
2011.09.02,3090,0.22%
2011.09.01,3080,0.23%
2011.08.31,3150,0.24%
2011.08.30,3165,0.24%
2011.08.29,3065,0.23%
2011.08.26,2980,0.22%
2011.08.25,2930,0.22%
2011.08.24,2905,0.21%
2011.08.23,2950,0.20%
2011.08.22,2835,0.19%
2011.08.19,2850,0.14%
2011.08.18,3330,0.18%
2011.08.17,3405,0.18%
2011.08.16,3460,0.18%
2011.08.12,3225,0.16%
2011.08.11,3220,0.14%
2011.08.10,3100,0.13%
2011.08.09,3040,0.11%
2011.08.08,3170,0.10%
2011.08.05,3560,0.09%
2011.08.04,3730,0.12%
2011.08.03,3735,0.12%
2011.08.02,3725,0.12%
2011.08.01,3765,0.12%
2011.07.29,3855,0.12%
2011.07.28,3880,0.11%
2011.07.27,4000,0.10%
2011.07.26,4020,0.10%
2011.07.25,4010,0.10%
2011.07.22,4070,0.10%
2011.07.21,4040,0.11%
2011.07.20,4015,0.11%
2011.07.19,4110,0.10%
2011.07.18,4140,0.09%
2011.07.15,4180,0.09%
2011.07.14,4110,0.09%
2011.07.13,4105,0.09%
2011.07.12,4065,0.08%
2011.07.11,4070,0.12%
2011.07.08,4150,0.14%
2011.07.07,4100,0.12%
2011.07.06,4100,0.09%
2011.07.05,4200,0.11%
2011.07.04,4175,0.10%
2011.07.01,4180,0.09%
2011.06.30,4280,0.10%
2011.06.29,4200,0.06%
2011.06.28,4310,0.06%
2011.06.27,4400,0.03%
2011.06.24,4455,0.06%
2011.06.23,4270,0.09%
2011.06.22,4170,0.05%
2011.06.21,4170,0.03%
2011.06.20,4210,0.04%
2011.06.17,4145,0.05%
2011.06.16,4175,0.05%
2011.06.15,4075,0.03%
2011.06.14,4130,0.04%
2011.06.13,3800,0.05%
2011.06.10,3925,0.05%
2011.06.09,3960,0.05%
2011.06.08,3945,0.05%
2011.06.07,3815,0.03%
2011.06.03,3875,0.03%
2011.06.02,3955,0.04%
2011.06.01,3955,0.05%
2011.05.31,3905,0.03%
2011.05.30,3600,0.05%
2011.05.27,3735,0.05%
2011.05.26,3570,0.04%
2011.05.25,3355,0.06%
2011.05.24,3420,0.04%
2011.05.23,3295,0.08%
2011.05.20,3250,0.07%
2011.05.19,3375,0.06%
2011.05.18,3480,0.04%
2011.05.17,3480,0.04%
2011.05.16,3600,0.04%
2011.05.13,3600,0.04%
2011.05.12,3590,0.07%
2011.05.11,3705,0.05%
2011.05.09,3885,0.05%
2011.05.06,4020,0.05%
2011.05.04,4100,0.06%
2011.05.03,4040,0.05%
2011.05.02,4000,0.05%
2011.04.29,3865,0.10%
2011.04.28,3910,0.08%
2011.04.27,3810,0.07%
2011.04.26,3890,0.08%
2011.04.25,3875,0.06%
2011.04.22,3755,0.05%
2011.04.21,3800,0.05%
2011.04.20,3875,0.04%
2011.04.19,3975,0.03%
2011.04.18,4070,0.13%
2011.04.15,3875,0.08%
2011.04.14,3870,0.10%
2011.04.13,3795,0.06%
2011.04.12,3710,0.05%
2011.04.11,3815,0.05%
2011.04.08,3890,0.05%
2011.04.07,3850,0.09%
2011.04.06,3800,0.05%
2011.04.05,3860,0.05%
2011.04.04,3885,0.04%
2011.04.01,3900,0.04%
2011.03.31,3815,0.06%
2011.03.30,3920,0.05%
2011.03.29,4020,0.03%
2011.03.28,3835,0.04%
2011.03.25,3835,0.05%
2011.03.24,3900,0.05%
2011.03.23,3755,0.07%
2011.03.22,3690,0.05%
2011.03.21,3800,0.05%
2011.03.18,3840,0.05%
2011.03.17,3855,0.05%
2011.03.16,3945,0.04%
2011.03.15,3885,0.07%
2011.03.14,3970,0.05%
2011.03.11,4005,0.05%
2011.03.10,4000,0.05%
2011.03.09,4105,0.05%
2011.03.08,4040,0.04%
2011.03.07,4155,0.05%
2011.03.04,4200,0.10%
2011.03.03,4035,0.11%
2011.03.02,3810,0.08%
2011.02.28,3860,0.08%
2011.02.25,3980,0.09%
2011.02.24,3965,0.10%
2011.02.23,3990,0.10%
2011.02.22,4030,0.09%
2011.02.21,4115,0.09%
2011.02.18,4130,0.10%
2011.02.17,3955,0.07%
2011.02.16,4150,0.05%
2011.02.15,4195,0.05%
2011.02.14,4220,0.06%
2011.02.11,4275,0.08%
2011.02.10,4405,0.05%
2011.02.09,4375,0.06%
2011.02.08,4435,0.06%
2011.02.07,4175,0.07%
2011.02.01,4125,0.10%
2011.01.31,3925,0.14%
2011.01.28,3940,0.12%
2011.01.27,3980,0.09%
2011.01.26,3990,0.04%
2011.01.25,4070,0.03%
2011.01.24,4095,0.05%
2011.01.21,4150,0.07%
2011.01.20,4150,0.07%
2011.01.19,4120,0.06%
2011.01.18,4100,0.04%
2011.01.17,4215,0.04%
2011.01.14,4210,0.07%
2011.01.13,4240,0.07%
2011.01.12,4050,0.07%
2011.01.11,4005,0.04%
2011.01.10,4160,0.04%
2011.01.07,4005,0.04%
2011.01.06,3850,0.04%
2011.01.05,3795,0.05%
2011.01.04,3420,0.06%
2011.01.03,3320,0.07%
2010.12.30,3100,0.08%
2010.12.29,3080,0.05%
2010.12.28,3100,0.03%
2010.12.27,3130,0.03%
2010.12.24,3230,0.02%
2010.12.23,3220,0.04%
2010.12.22,3260,0.08%
2010.12.21,3115,0.07%
2010.12.20,3100,0.03%
2010.12.17,3245,0.08%
2010.12.16,3190,0.08%
2010.12.15,3180,0.09%
2010.12.14,3300,0.10%
2010.12.13,3380,0.05%
2010.12.10,3490,0.07%
2010.12.09,3450,0.10%
2010.12.08,3350,0.13%
2010.12.07,3100,0.22%
2010.12.06,2925,0.26%
2010.12.03,2845,0.23%
2010.12.02,2895,0.21%
2010.12.01,2930,0.21%
2010.11.30,2795,0.24%
2010.11.29,2715,0.18%
2010.11.26,2795,0.11%
2010.11.25,2915,0.07%
2010.11.24,2945,0.06%
2010.11.23,3050,0.07%
2010.11.22,3075,0.03%
2010.11.19,3165,0.02%
2010.11.18,3105,0.03%
2010.11.17,3200,0.00%
2010.11.16,3450,0.01%
2010.11.15,3230,0.01%
2010.11.12,3130,0.04%
2010.11.11,3165,0.04%
2010.11.10,3140,0.04%
2010.11.09,3095,0.03%
2010.11.08,3115,0.03%
2010.11.05,3080,0.02%
2010.11.04,3320,0.02%
2010.11.03,3350,0.01%
2010.11.02,3350,0.02%
2010.11.01,3645,0.01%
2010.10.29,3675,0.03%
2010.10.28,3925,0.03%
2010.10.27,4070,0.01%
2010.10.26,4150,0.02%
2010.10.25,3950,0.01%
2010.10.22,3845,0.01%
2010.10.21,3785,0.01%
2010.10.20,3820,0.01%
2010.10.19,3685,0.01%
2010.10.18,3820,0.00%
2010.10.15,3760,0.00%
2010.10.14,3440,0.01%
2010.10.13,3265,0.01%
2010.10.12,3315,0.01%
2010.10.11,3420,0.00%
2010.10.08,3350,0.01%
2010.10.07,3490,0.01%
2010.10.06,3290,0.00%
2010.10.05,2980,0.01%
2010.10.04,2810,0.01%
2010.10.01,2805,0.01%
2010.09.30,2805,0.01%
2010.09.29,2800,0.00%
2010.09.28,2795,0.01%
2010.09.27,2835,0.00%
2010.09.24,2795,0.01%
2010.09.20,2755,0.01%
2010.09.17,2680,0.00%
2010.09.16,2670,0.00%
2010.09.15,2650,0.01%
2010.09.14,2675,0.01%
2010.09.13,2700,0.01%
2010.09.10,2685,0.01%
2010.09.09,2595,0.01%
2010.09.08,2625,0.02%
2010.09.07,2640,0.01%
2010.09.06,2700,0.01%
2010.09.03,2650,0.00%
2010.09.02,2625,0.02%
2010.09.01,2620,0.02%
2010.08.31,2665,0.01%
2010.08.30,2550,0.02%
2010.08.27,2525,0.00%
2010.08.26,2560,0.00%
2010.08.25,2515,0.01%
2010.08.24,2510,0.01%
2010.08.23,2470,0.02%
2010.08.20,2465,0.02%
2010.08.19,2475,0.02%
2010.08.18,2485,0.01%
2010.08.17,2450,0.02%
2010.08.16,2430,0.01%
2010.08.13,2440,0.01%
2010.08.12,2460,0.01%
2010.08.11,2460,0.01%
2010.08.10,2465,0.01%
2010.08.09,2480,0.02%
2010.08.06,2495,0.01%
2010.08.05,2525,0.01%
2010.08.04,2525,0.01%
2010.08.03,2575,0.01%
2010.08.02,2590,0.02%
2010.07.30,2510,0.02%
2010.07.29,2420,0.02%
2010.07.28,2435,0.02%
2010.07.27,2430,0.02%
2010.07.26,2410,0.02%
2010.07.23,2385,0.02%
2010.07.22,2365,0.02%
2010.07.21,2365,0.02%
2010.07.20,2355,0.02%
2010.07.19,2355,0.02%
2010.07.16,2350,0.02%
2010.07.15,2340,0.02%
2010.07.14,2340,0.02%
2010.07.13,2330,0.02%
2010.07.12,2300,0.02%
2010.07.09,2305,0.02%
2010.07.08,2300,0.02%
2010.07.07,2295,0.02%
2010.07.06,2290,0.02%
2010.07.05,2295,0.02%
2010.07.02,2285,0.02%
2010.07.01,2285,0.02%
2010.06.30,2285,0.01%
2010.06.29,2255,0.00%
2010.06.28,2295,0.00%
2010.06.25,2280,0.00%
2010.06.24,2305,0.00%
2010.06.23,2305,0.00%
2010.06.22,2295,0.00%
2010.06.21,2325,0.00%
2010.06.18,2320,0.00%
2010.06.17,2310,0.02%
2010.06.16,2285,0.02%
2010.06.15,2320,0.02%
2010.06.14,2310,0.02%
2010.06.11,2330,0.02%
2010.06.10,2325,0.02%
2010.06.09,2310,0.02%
2010.06.08,2300,0.02%
2010.06.07,2270,0.02%
2010.06.04,2380,0.02%
2010.06.03,2390,0.02%
2010.06.01,2290,0.01%
2010.05.31,2305,0.02%
2010.05.28,2250,0.03%
2010.05.27,2180,0.02%
2010.05.26,2160,0.01%
2010.05.25,2100,0.02%
2010.05.24,2245,0.02%
2010.05.20,2245,0.02%
2010.05.19,2380,0.02%
2010.05.18,2490,0.00%
2010.05.17,2445,0.00%
2010.05.14,2505,0.00%
2010.05.13,2570,0.00%
2010.05.12,2570,0.00%
2010.05.11,2610,0.00%
2010.05.10,2480,0.00%
2010.05.07,2415,0.00%
2010.05.06,2350,0.00%
2010.05.04,2415,0.00%
2010.05.03,2400,0.00%
2010.04.30,2355,0.00%
2010.04.29,2345,0.00%
2010.04.28,2350,0.00%
2010.04.27,2365,0.00%
2010.04.26,2380,0.00%
2010.04.23,2365,0.00%
2010.04.22,2375,0.00%
2010.04.21,2380,0.01%
2010.04.20,2385,0.00%
2010.04.19,2360,0.01%
2010.04.16,2375,0.00%
2010.04.15,2440,0.00%
2010.04.14,2475,0.00%
2010.04.13,2450,0.00%
2010.04.12,2430,0.20%
2010.04.09,2460,0.21%
2010.04.08,2360,0.00%
2010.04.07,2365,0.00%
2010.04.06,2360,0.00%
2010.04.05,2325,0.00%
2010.04.02,2400,0.00%
2010.04.01,2445,0.02%
2010.03.31,2430,0.01%
2010.03.30,2435,0.01%
2010.03.29,2405,0.02%
2010.03.26,2440,0.01%
2010.03.25,2495,0.00%
2010.03.24,2510,0.00%
2010.03.23,2535,0.00%
2010.03.22,2595,0.00%
2010.03.19,2530,0.00%
2010.03.18,2530,0.02%
2010.03.17,2495,0.02%
2010.03.16,2500,0.00%
2010.03.15,2580,0.00%
2010.03.12,2600,0.01%
2010.03.11,2525,0.01%
2010.03.10,2525,0.00%
2010.03.09,2520,0.01%
2010.03.08,2480,0.01%
2010.03.05,2455,0.01%
2010.03.04,2450,0.02%
2010.03.03,2460,0.01%
2010.03.02,2500,0.01%
2010.02.26,2510,0.01%
2010.02.25,2500,0.00%
2010.02.24,2590,0.00%
2010.02.23,2675,0.02%
2010.02.22,2610,0.01%
2010.02.19,2575,0.03%
2010.02.18,2700,0.00%
2010.02.17,2660,0.02%
2010.02.16,2665,0.01%
2010.02.12,2610,0.02%
2010.02.11,2635,0.01%
2010.02.10,2585,0.00%
2010.02.09,2650,0.02%
2010.02.08,2600,0.03%
2010.02.05,2645,0.01%
2010.02.04,2760,0.03%
2010.02.03,2740,0.02%
2010.02.02,2775,0.00%
2010.02.01,2720,0.00%
2010.01.29,2690,0.00%
2010.01.28,2615,0.01%
2010.01.27,2550,0.00%
2010.01.26,2625,0.02%
2010.01.25,2625,0.00%
2010.01.22,2625,0.00%
2010.01.21,2560,0.00%
2010.01.20,2505,0.00%
2010.01.19,2545,0.00%
2010.01.18,2585,0.00%
2010.01.15,2515,0.00%
2010.01.14,2580,0.00%
2010.01.13,2635,0.00%
2010.01.12,2545,0.00%
2010.01.11,2440,0.00%
2010.01.08,2410,0.00%
2010.01.07,2405,0.00%
2010.01.06,2385,0.00%
2010.01.05,2380,0.00%
